Year,Indicator,Value
2005,"Inflation, consumer prices (annual %)",6.51685393258433
2006,"Inflation, consumer prices (annual %)",5.4852320675105
2007,"Inflation, consumer prices (annual %)",2.90000000000003
2008,"Inflation, consumer prices (annual %)",8.26044703595725
2009,"Inflation, consumer prices (annual %)",4.21903052064628
2010,"Inflation, consumer prices (annual %)",3.78983634797591
2011,"Inflation, consumer prices (annual %)",4.7184170471842
2012,"Inflation, consumer prices (annual %)",3.02696391124796
2013,"Inflation, consumer prices (annual %)",2.58268766141795
2014,"Inflation, consumer prices (annual %)",3.59782343864211
2015,"Inflation, consumer prices (annual %)",0.674192536845408
2016,"Inflation, consumer prices (annual %)",1.25369880080982
2017,"Inflation, consumer prices (annual %)",2.85318772590947
2018,"Inflation, consumer prices (annual %)",5.30934661627707
2019,"Inflation, consumer prices (annual %)",2.39206534422404
2020,"Inflation, consumer prices (annual %)",2.3931623931624
2021,"Inflation, consumer prices (annual %)",3.92718022100332
2022,"Inflation, consumer prices (annual %)",5.82115811213955
2023,"Inflation, consumer prices (annual %)",5.97802515541409
2024,"Inflation, consumer prices (annual %)",3.21260487006347
1960,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1961,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1962,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1963,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1964,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1965,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1966,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1967,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1968,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1969,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1970,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1971,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1972,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1973,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1974,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1975,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1976,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1977,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1978,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1979,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1980,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1981,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1982,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1983,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1984,"Insurance and financial services (% of service exports, BoP)",0.243605359317905
1985,"Insurance and financial services (% of service exports, BoP)",0.178970917225951
1986,"Insurance and financial services (% of service exports, BoP)",0.244755244755245
1987,"Insurance and financial services (% of service exports, BoP)",0.298507462686567
1988,"Insurance and financial services (% of service exports, BoP)",0.538748445917944
1989,"Insurance and financial services (% of service exports, BoP)",0.527131782945736
1990,"Insurance and financial services (% of service exports, BoP)",0.431565967940814
1991,"Insurance and financial services (% of service exports, BoP)",0.547345374931582
1992,"Insurance and financial services (% of service exports, BoP)",0.485027414592999
1993,"Insurance and financial services (% of service exports, BoP)",0.449390113417505
1994,"Insurance and financial services (% of service exports, BoP)",0.147754137115839
1995,"Insurance and financial services (% of service exports, BoP)",0.663243474540009
1996,"Insurance and financial services (% of service exports, BoP)",0.216266316521202
1997,"Insurance and financial services (% of service exports, BoP)",0.158551892713219
1998,"Insurance and financial services (% of service exports, BoP)",0.320984352012839
1999,"Insurance and financial services (% of service exports, BoP)",1.52627511591963
2000,"Insurance and financial services (% of service exports, BoP)",1.63730201103399
2001,"Insurance and financial services (% of service exports, BoP)",1.05626650416413
2002,"Insurance and financial services (% of service exports, BoP)",0.789237668161435
2003,"Insurance and financial services (% of service exports, BoP)",0.882456759618779
2004,"Insurance and financial services (% of service exports, BoP)",0.815660685154975
2005,"Insurance and financial services (% of service exports, BoP)",1.24111397302973
2006,"Insurance and financial services (% of service exports, BoP)",1.55605498371281
2007,"Insurance and financial services (% of service exports, BoP)",1.18319480558961
2008,"Insurance and financial services (% of service exports, BoP)",1.22103816579197
2009,"Insurance and financial services (% of service exports, BoP)",1.53620937826799
2010,"Insurance and financial services (% of service exports, BoP)",1.02954528232258
2011,"Insurance and financial services (% of service exports, BoP)",0.945180322774782
2012,"Insurance and financial services (% of service exports, BoP)",0.85599805630042
2013,"Insurance and financial services (% of service exports, BoP)",0.794691081313493
2014,"Insurance and financial services (% of service exports, BoP)",1.25048260092326
2015,"Insurance and financial services (% of service exports, BoP)",1.83329854707202
2016,"Insurance and financial services (% of service exports, BoP)",1.50912377682004
2017,"Insurance and financial services (% of service exports, BoP)",0.926193858315228
2018,"Insurance and financial services (% of service exports, BoP)",0.952402946900739
2019,"Insurance and financial services (% of service exports, BoP)",0.78445128106874
2020,"Insurance and financial services (% of service exports, BoP)",0.519926649574204
2021,"Insurance and financial services (% of service exports, BoP)",0.877088912086189
2022,"Insurance and financial services (% of service exports, BoP)",0.83481842330844
2023,"Insurance and financial services (% of service exports, BoP)",0.805338648179761
2024,"Insurance and financial services (% of service exports, BoP)",1.07869427751091
1960,"Insurance and financial services (% of service imports, BoP)",1.28504672897196
1961,"Insurance and financial services (% of service imports, BoP)",1.28504672897196
1962,"Insurance and financial services (% of service imports, BoP)",1.28504672897196
1963,"Insurance and financial services (% of service imports, BoP)",1.28504672897196
